block_idx,model_ns,block_ns,frames_processed,overrun,warmup,execution_mode,history_mode,scratch_mode,inference_chunk_frames,effective_chunk_frames
0,8709,12500,16,0,1,fused_streaming,circular,persistent,4,4
1,12708,17250,16,0,1,fused_streaming,circular,persistent,4,4
2,7625,11375,16,0,1,fused_streaming,circular,persistent,4,4
3,8042,11958,16,0,1,fused_streaming,circular,persistent,4,4
4,7500,11250,16,0,1,fused_streaming,circular,persistent,4,4
5,7709,11500,16,0,1,fused_streaming,circular,persistent,4,4
6,7458,11208,16,0,1,fused_streaming,circular,persistent,4,4
7,8084,11875,16,0,1,fused_streaming,circular,persistent,4,4
8,7583,11333,16,0,1,fused_streaming,circular,persistent,4,4
9,7708,11750,16,0,1,fused_streaming,circular,persistent,4,4
10,7583,11333,16,0,1,fused_streaming,circular,persistent,4,4
11,7584,11334,16,0,1,fused_streaming,circular,persistent,4,4
12,12833,16750,16,0,1,fused_streaming,circular,persistent,4,4
13,7583,11375,16,0,1,fused_streaming,circular,persistent,4,4
14,8042,11792,16,0,1,fused_streaming,circular,persistent,4,4
15,7875,11625,16,0,1,fused_streaming,circular,persistent,4,4
16,7791,11541,16,0,1,fused_streaming,circular,persistent,4,4
17,7458,11208,16,0,1,fused_streaming,circular,persistent,4,4
18,7667,11417,16,0,1,fused_streaming,circular,persistent,4,4
19,7750,11500,16,0,1,fused_streaming,circular,persistent,4,4
20,7459,11209,16,0,1,fused_streaming,circular,persistent,4,4
21,7583,11333,16,0,1,fused_streaming,circular,persistent,4,4
22,7541,11333,16,0,1,fused_streaming,circular,persistent,4,4
23,7459,11209,16,0,1,fused_streaming,circular,persistent,4,4
24,7583,11333,16,0,1,fused_streaming,circular,persistent,4,4
25,7833,11583,16,0,1,fused_streaming,circular,persistent,4,4
26,7625,11375,16,0,1,fused_streaming,circular,persistent,4,4
27,7834,11584,16,0,1,fused_streaming,circular,persistent,4,4
28,7584,11334,16,0,1,fused_streaming,circular,persistent,4,4
29,12292,16667,16,0,1,fused_streaming,circular,persistent,4,4
30,7583,11333,16,0,1,fused_streaming,circular,persistent,4,4
31,7459,11209,16,0,1,fused_streaming,circular,persistent,4,4
32,7625,11417,16,0,1,fused_streaming,circular,persistent,4,4
33,7625,11417,16,0,1,fused_streaming,circular,persistent,4,4
34,7667,11417,16,0,1,fused_streaming,circular,persistent,4,4
35,7541,11375,16,0,1,fused_streaming,circular,persistent,4,4
36,7542,11375,16,0,1,fused_streaming,circular,persistent,4,4
37,7625,11458,16,0,1,fused_streaming,circular,persistent,4,4
38,7583,11375,16,0,1,fused_streaming,circular,persistent,4,4
39,7459,11250,16,0,1,fused_streaming,circular,persistent,4,4
40,7584,11375,16,0,1,fused_streaming,circular,persistent,4,4
41,7792,11542,16,0,1,fused_streaming,circular,persistent,4,4
42,8125,11917,16,0,1,fused_streaming,circular,persistent,4,4
43,8209,12000,16,0,1,fused_streaming,circular,persistent,4,4
44,7542,11375,16,0,1,fused_streaming,circular,persistent,4,4
45,8042,11958,16,0,1,fused_streaming,circular,persistent,4,4
46,7667,11417,16,0,1,fused_streaming,circular,persistent,4,4
47,7833,11667,16,0,1,fused_streaming,circular,persistent,4,4
48,8083,11917,16,0,1,fused_streaming,circular,persistent,4,4
49,7667,11417,16,0,1,fused_streaming,circular,persistent,4,4
50,7542,11292,16,0,1,fused_streaming,circular,persistent,4,4
51,7458,11292,16,0,1,fused_streaming,circular,persistent,4,4
52,7583,11375,16,0,1,fused_streaming,circular,persistent,4,4
53,7500,11292,16,0,1,fused_streaming,circular,persistent,4,4
54,7500,11292,16,0,1,fused_streaming,circular,persistent,4,4
55,7583,11375,16,0,1,fused_streaming,circular,persistent,4,4
56,7959,11792,16,0,1,fused_streaming,circular,persistent,4,4
57,7666,11500,16,0,1,fused_streaming,circular,persistent,4,4
58,8000,11792,16,0,1,fused_streaming,circular,persistent,4,4
59,7709,11459,16,0,1,fused_streaming,circular,persistent,4,4
60,7750,11542,16,0,1,fused_streaming,circular,persistent,4,4
61,7834,11584,16,0,1,fused_streaming,circular,persistent,4,4
62,7875,11750,16,0,1,fused_streaming,circular,persistent,4,4
63,7959,11875,16,0,1,fused_streaming,circular,persistent,4,4
64,7542,11292,16,0,1,fused_streaming,circular,persistent,4,4
65,7459,11291,16,0,1,fused_streaming,circular,persistent,4,4
66,7750,11584,16,0,1,fused_streaming,circular,persistent,4,4
67,7500,11250,16,0,1,fused_streaming,circular,persistent,4,4
68,7458,11250,16,0,1,fused_streaming,circular,persistent,4,4
69,7542,11375,16,0,1,fused_streaming,circular,persistent,4,4
70,8125,12000,16,0,1,fused_streaming,circular,persistent,4,4
71,7583,11333,16,0,1,fused_streaming,circular,persistent,4,4
72,7958,11833,16,0,1,fused_streaming,circular,persistent,4,4
73,7667,11459,16,0,1,fused_streaming,circular,persistent,4,4
74,7667,11459,16,0,1,fused_streaming,circular,persistent,4,4
75,7625,11375,16,0,1,fused_streaming,circular,persistent,4,4
76,7583,11375,16,0,1,fused_streaming,circular,persistent,4,4
77,7459,11250,16,0,1,fused_streaming,circular,persistent,4,4
78,7584,11334,16,0,1,fused_streaming,circular,persistent,4,4
79,7458,11250,16,0,1,fused_streaming,circular,persistent,4,4
80,7500,11334,16,0,1,fused_streaming,circular,persistent,4,4
81,7834,11625,16,0,1,fused_streaming,circular,persistent,4,4
82,7833,11667,16,0,1,fused_streaming,circular,persistent,4,4
83,7792,11583,16,0,1,fused_streaming,circular,persistent,4,4
84,7834,11750,16,0,1,fused_streaming,circular,persistent,4,4
85,12583,16583,16,0,1,fused_streaming,circular,persistent,4,4
86,7584,11334,16,0,1,fused_streaming,circular,persistent,4,4
87,7667,11500,16,0,1,fused_streaming,circular,persistent,4,4
88,8250,12083,16,0,1,fused_streaming,circular,persistent,4,4
89,7584,11416,16,0,1,fused_streaming,circular,persistent,4,4
90,8042,11875,16,0,1,fused_streaming,circular,persistent,4,4
91,7750,11541,16,0,1,fused_streaming,circular,persistent,4,4
92,7917,11834,16,0,1,fused_streaming,circular,persistent,4,4
93,8292,12125,16,0,1,fused_streaming,circular,persistent,4,4
94,8542,12500,16,0,1,fused_streaming,circular,persistent,4,4
95,7583,11375,16,0,1,fused_streaming,circular,persistent,4,4
96,7500,11292,16,0,1,fused_streaming,circular,persistent,4,4
97,7917,11709,16,0,1,fused_streaming,circular,persistent,4,4
98,7916,11750,16,0,1,fused_streaming,circular,persistent,4,4
99,7458,11250,16,0,1,fused_streaming,circular,persistent,4,4
100,8417,19041,16,0,0,fused_streaming,circular,persistent,4,4
101,7709,11459,16,0,0,fused_streaming,circular,persistent,4,4
102,7583,11375,16,0,0,fused_streaming,circular,persistent,4,4
103,7459,11209,16,0,0,fused_streaming,circular,persistent,4,4
104,7750,11541,16,0,0,fused_streaming,circular,persistent,4,4
105,7875,11750,16,0,0,fused_streaming,circular,persistent,4,4
106,8208,12000,16,0,0,fused_streaming,circular,persistent,4,4
107,7500,11334,16,0,0,fused_streaming,circular,persistent,4,4
108,7791,12125,16,0,0,fused_streaming,circular,persistent,4,4
109,7542,11375,16,0,0,fused_streaming,circular,persistent,4,4
110,7834,11584,16,0,0,fused_streaming,circular,persistent,4,4
111,7542,11333,16,0,0,fused_streaming,circular,persistent,4,4
112,7708,11625,16,0,0,fused_streaming,circular,persistent,4,4
113,7709,11500,16,0,0,fused_streaming,circular,persistent,4,4
114,7500,11292,16,0,0,fused_streaming,circular,persistent,4,4
115,7459,11291,16,0,0,fused_streaming,circular,persistent,4,4
116,7542,11333,16,0,0,fused_streaming,circular,persistent,4,4
117,7500,11292,16,0,0,fused_streaming,circular,persistent,4,4
118,7583,11333,16,0,0,fused_streaming,circular,persistent,4,4
119,7750,11541,16,0,0,fused_streaming,circular,persistent,4,4
120,7750,11583,16,0,0,fused_streaming,circular,persistent,4,4
121,7542,11333,16,0,0,fused_streaming,circular,persistent,4,4
122,7792,11625,16,0,0,fused_streaming,circular,persistent,4,4
123,7791,11583,16,0,0,fused_streaming,circular,persistent,4,4
124,7541,11291,16,0,0,fused_streaming,circular,persistent,4,4
125,7542,16542,16,0,0,fused_streaming,circular,persistent,4,4
126,7542,11334,16,0,0,fused_streaming,circular,persistent,4,4
127,8209,12125,16,0,0,fused_streaming,circular,persistent,4,4
128,7750,11542,16,0,0,fused_streaming,circular,persistent,4,4
129,7500,11292,16,0,0,fused_streaming,circular,persistent,4,4
130,7500,11333,16,0,0,fused_streaming,circular,persistent,4,4
131,7875,11917,16,0,0,fused_streaming,circular,persistent,4,4
132,7500,11333,16,0,0,fused_streaming,circular,persistent,4,4
133,7542,11334,16,0,0,fused_streaming,circular,persistent,4,4
134,7542,11292,16,0,0,fused_streaming,circular,persistent,4,4
135,7459,11291,16,0,0,fused_streaming,circular,persistent,4,4
136,7500,11292,16,0,0,fused_streaming,circular,persistent,4,4
137,7792,11833,16,0,0,fused_streaming,circular,persistent,4,4
138,7625,11375,16,0,0,fused_streaming,circular,persistent,4,4
139,7792,11584,16,0,0,fused_streaming,circular,persistent,4,4
140,7750,11542,16,0,0,fused_streaming,circular,persistent,4,4
141,7541,11291,16,0,0,fused_streaming,circular,persistent,4,4
142,7750,11542,16,0,0,fused_streaming,circular,persistent,4,4
143,12625,16542,16,0,0,fused_streaming,circular,persistent,4,4
144,7542,11334,16,0,0,fused_streaming,circular,persistent,4,4
145,7541,11375,16,0,0,fused_streaming,circular,persistent,4,4
146,7541,11333,16,0,0,fused_streaming,circular,persistent,4,4
147,7500,11333,16,0,0,fused_streaming,circular,persistent,4,4
148,7750,11500,16,0,0,fused_streaming,circular,persistent,4,4
149,7500,11417,16,0,0,fused_streaming,circular,persistent,4,4
150,8166,16458,16,0,0,fused_streaming,circular,persistent,4,4
151,7750,11542,16,0,0,fused_streaming,circular,persistent,4,4
152,7459,11291,16,0,0,fused_streaming,circular,persistent,4,4
153,7584,11334,16,0,0,fused_streaming,circular,persistent,4,4
154,8000,12125,16,0,0,fused_streaming,circular,persistent,4,4
155,7583,11333,16,0,0,fused_streaming,circular,persistent,4,4
156,7542,11333,16,0,0,fused_streaming,circular,persistent,4,4
157,7542,11375,16,0,0,fused_streaming,circular,persistent,4,4
158,7500,11292,16,0,0,fused_streaming,circular,persistent,4,4
159,7500,11292,16,0,0,fused_streaming,circular,persistent,4,4
160,13917,17917,16,0,0,fused_streaming,circular,persistent,4,4
161,7542,11334,16,0,0,fused_streaming,circular,persistent,4,4
162,7542,11334,16,0,0,fused_streaming,circular,persistent,4,4
163,7500,11291,16,0,0,fused_streaming,circular,persistent,4,4
164,7708,11750,16,0,0,fused_streaming,circular,persistent,4,4
