experiment,model,checkpoint,device,chunk_size,eval_batch_size,timed_batches,avg_batch_ms,min_batch_ms,max_batch_ms,avg_sample_us,samples_per_second,nmse_percent,num_parameters,model_dilation,model_hidden_channels,model_hidden_size,model_input_channels,model_input_size,model_kernel_size,model_num_blocks,model_num_layers,model_output_channels,model_output_size,model_size_mb_fp32,realtime_budget_us_per_sample,realtime_load_pct,headroom_x,max_realtime_sample_rate_hz,chunk_budget_ms_at_44k,chunk_budget_utilization_pct_at_44k,is_realtime_viable_44k,viability_tier
tcn_input_channels-1_output_channels-1_hidden_channels-32_kernel_size-5_dilation-2_num_blocks-2,tcn,models/checkpoints/tcn_input_channels-1_output_channels-1_hidden_channels-32_kernel_size-5_dilation-2_num_blocks-2/best.pt,mps,16384,1,20,0.1680166227743029,0.1590838655829429,0.1841248013079166,0.0102549208236268,97514160.97684965,0.2925061142506604,5505,2.0,32.0,,1.0,,5.0,2.0,,1.0,,0.020999908447265625,22.675736961451246,0.04522420083219418,2211.2054643276756,97514160.9768505,371.51927437641723,0.04522420083219456,True,strong_headroom
tcn_input_channels-1_output_channels-1_hidden_channels-32_kernel_size-5_dilation-2_num_blocks-3,tcn,models/checkpoints/tcn_input_channels-1_output_channels-1_hidden_channels-32_kernel_size-5_dilation-2_num_blocks-3/best.pt,mps,16384,1,20,0.2202313160523772,0.2109580673277378,0.2360423095524311,0.0134418527863999,74394506.16597788,0.2684982725863529,10657,2.0,32.0,,1.0,,5.0,3.0,,1.0,,0.040653228759765625,22.675736961451246,0.059278570788023566,1686.9502531967867,74394506.1659783,371.51927437641723,0.05927857078802389,True,strong_headroom
tcn_input_channels-1_output_channels-1_hidden_channels-32_kernel_size-7_dilation-1_num_blocks-1,tcn,models/checkpoints/tcn_input_channels-1_output_channels-1_hidden_channels-32_kernel_size-7_dilation-1_num_blocks-1/best.pt,mps,16384,1,20,0.1064938027411699,0.0923331826925277,0.1353328116238117,0.0064998658899639,153849328.11368218,1.4291193821387755,481,1.0,32.0,,1.0,,7.0,1.0,,1.0,,0.001834869384765625,22.675736961451246,0.0286644085747408,3488.646896001909,153849328.1136842,371.51927437641723,0.028664408574741163,True,strong_headroom
tcn_input_channels-1_output_channels-1_hidden_channels-32_kernel_size-7_dilation-1_num_blocks-2,tcn,models/checkpoints/tcn_input_channels-1_output_channels-1_hidden_channels-32_kernel_size-7_dilation-1_num_blocks-2/best.pt,mps,16384,1,20,0.1653520390391349,0.1571248285472393,0.1915418542921543,0.0100922875390097,99085563.717314,0.3393809316769317,7681,1.0,32.0,,1.0,,7.0,2.0,,1.0,,0.029300689697265625,22.675736961451246,0.04450698804703277,2246.83817953093,99085563.71731403,371.51927437641723,0.04450698804703277,True,strong_headroom
tcn_input_channels-1_output_channels-1_hidden_channels-32_kernel_size-7_dilation-1_num_blocks-3,tcn,models/checkpoints/tcn_input_channels-1_output_channels-1_hidden_channels-32_kernel_size-7_dilation-1_num_blocks-3/best.pt,mps,16384,1,20,0.2437083050608635,0.2087079919874668,0.3090826794505119,0.0148747744788124,67227910.00457811,0.2655638799051558,14881,1.0,32.0,,1.0,,7.0,3.0,,1.0,,0.056766510009765625,22.675736961451246,0.06559775545156268,1524.442403731937,67227910.00457843,371.51927437641723,0.06559775545156299,True,strong_headroom
tcn_input_channels-1_output_channels-1_hidden_channels-32_kernel_size-7_dilation-2_num_blocks-1,tcn,models/checkpoints/tcn_input_channels-1_output_channels-1_hidden_channels-32_kernel_size-7_dilation-2_num_blocks-1/best.pt,mps,16384,1,20,0.1066645374521613,0.0972910784184932,0.1435000449419021,0.0065102867097266,153603066.1300919,2.3098409855910624,481,2.0,32.0,,1.0,,7.0,1.0,,1.0,,0.001834869384765625,22.675736961451246,0.02871036438989431,3483.062724038388,153603066.13009292,371.51927437641723,0.02871036438989449,True,strong_headroom
tcn_input_channels-1_output_channels-1_hidden_channels-32_kernel_size-7_dilation-2_num_blocks-2,tcn,models/checkpoints/tcn_input_channels-1_output_channels-1_hidden_channels-32_kernel_size-7_dilation-2_num_blocks-2/best.pt,mps,16384,1,20,0.1730333315208554,0.1591253094375133,0.1928331330418586,0.0105611164258334,94686959.1886998,0.2801930738374914,7681,2.0,32.0,,1.0,,7.0,2.0,,1.0,,0.029300689697265625,22.675736961451246,0.0465745234379253,2147.096580242638,94686959.18870035,371.51927437641723,0.04657452343792556,True,strong_headroom
tcn_input_channels-1_output_channels-1_hidden_channels-32_kernel_size-7_dilation-2_num_blocks-3,tcn,models/checkpoints/tcn_input_channels-1_output_channels-1_hidden_channels-32_kernel_size-7_dilation-2_num_blocks-3/best.pt,mps,16384,1,20,0.2179165836423635,0.208333134651184,0.2363747917115688,0.0133005727320778,75184732.27759849,0.2185200910168004,14881,2.0,32.0,,1.0,,7.0,3.0,,1.0,,0.056766510009765625,22.675736961451246,0.0586555257484631,1704.8692126439632,75184732.27759878,371.51927437641723,0.05865552574846331,True,strong_headroom
lstm_input_size-1_hidden_size-8_output_size-1_num_layers-1,lstm,models/checkpoints/lstm_input_size-1_hidden_size-8_output_size-1_num_layers-1/best.pt,mps,16384,1,20,86.97203339543194,84.79362493380904,97.14625030755997,5.308351647670406,188382.39558580384,0.9615384431703176,361,,,8.0,,1.0,,,1.0,,1.0,0.001377105712890625,22.675736961451246,23.40983076622649,4.271709650471742,188382.39558580384,371.51927437641723,23.40983076622649,True,strong_headroom
lstm_input_size-1_hidden_size-8_output_size-1_num_layers-2,lstm,models/checkpoints/lstm_input_size-1_hidden_size-8_output_size-1_num_layers-2/best.pt,mps,16384,1,20,186.15116444416344,178.8632906973362,188.9731660485268,11.36176540796896,88014.49106655696,0.5984599239475612,937,,,8.0,,1.0,,,2.0,,1.0,0.003574371337890625,22.675736961451246,50.105385449143114,1.9957934482212463,88014.49106655696,371.51927437641723,50.105385449143114,True,viable
lstm_input_size-1_hidden_size-8_output_size-1_num_layers-3,lstm,models/checkpoints/lstm_input_size-1_hidden_size-8_output_size-1_num_layers-3/best.pt,mps,16384,1,20,284.4798582838848,257.10370810702443,290.76170921325684,17.363272600334767,57592.829590242094,0.5676530218835178,1513,,,8.0,,1.0,,,3.0,,1.0,0.005771636962890625,22.675736961451246,76.57203216747632,1.3059598546540157,57592.829590242094,371.51927437641723,76.57203216747632,True,viable
lstm_input_size-1_hidden_size-16_output_size-1_num_layers-1,lstm,models/checkpoints/lstm_input_size-1_hidden_size-16_output_size-1_num_layers-1/best.pt,mps,16384,1,20,90.47133112326264,84.06712533906102,145.62375005334616,5.521931831253824,181096.04221117985,0.5163550878535056,1233,,,16.0,,1.0,,,1.0,,1.0,0.004703521728515625,22.675736961451246,24.35171937582937,4.106486217940585,181096.0422111798,371.51927437641723,24.35171937582936,True,strong_headroom
lstm_input_size-1_hidden_size-16_output_size-1_num_layers-2,lstm,models/checkpoints/lstm_input_size-1_hidden_size-16_output_size-1_num_layers-2/best.pt,mps,16384,1,20,185.83954591304064,179.9468328244984,187.83958395943048,11.342745722231484,88162.07508205232,0.5285803068431909,3409,,,16.0,,1.0,,,2.0,,1.0,0.013004302978515625,22.675736961451246,50.021508635040846,1.999140024536334,88162.07508205232,371.51927437641723,50.021508635040846,True,viable
lstm_input_size-1_hidden_size-16_output_size-1_num_layers-3,lstm,models/checkpoints/lstm_input_size-1_hidden_size-16_output_size-1_num_layers-3/best.pt,mps,16384,1,20,289.486664487049,271.4563328772783,295.48929212614894,17.66886379925836,56596.7348756163,0.5254719324606234,5585,,,16.0,,1.0,,,3.0,,1.0,0.021305084228515625,22.675736961451246,77.91968935472937,1.2833726729164694,56596.7348756163,371.51927437641723,77.91968935472937,True,viable
lstm_input_size-1_hidden_size-32_output_size-1_num_layers-1,lstm,models/checkpoints/lstm_input_size-1_hidden_size-32_output_size-1_num_layers-1/best.pt,mps,16384,1,20,85.4602771345526,83.97299982607365,92.3855840228498,5.21608136807572,191714.8007161769,0.4779653333021315,4513,,,32.0,,1.0,,,1.0,,1.0,0.017215728759765625,22.675736961451246,23.002918833213926,4.347274392657072,191714.8007161769,371.51927437641723,23.002918833213926,True,strong_headroom
lstm_input_size-1_hidden_size-32_output_size-1_num_layers-2,lstm,models/checkpoints/lstm_input_size-1_hidden_size-32_output_size-1_num_layers-2/best.pt,mps,16384,1,20,182.16965422034264,171.06474982574582,187.36775033175945,11.118753309347085,89938.14074095344,0.4722334818911796,12961,,,32.0,,1.0,,,2.0,,1.0,0.049442291259765625,22.675736961451246,49.033702094220644,2.0394136222438424,89938.14074095344,371.51927437641723,49.033702094220644,True,strong_headroom
lstm_input_size-1_hidden_size-32_output_size-1_num_layers-3,lstm,models/checkpoints/lstm_input_size-1_hidden_size-32_output_size-1_num_layers-3/best.pt,mps,16384,1,20,286.46319592371583,255.74429193511605,294.3080416880548,17.48432592307836,57194.08368383561,0.5197362641305994,21409,,,32.0,,1.0,,,3.0,,1.0,0.08166885375976562,22.675736961451246,77.10587732077556,1.2969179973658869,57194.08368383561,371.51927437641723,77.10587732077556,True,viable
lstm_input_size-1_hidden_size-64_output_size-1_num_layers-1,lstm,models/checkpoints/lstm_input_size-1_hidden_size-64_output_size-1_num_layers-1/best.pt,mps,16384,1,20,85.79501479398459,83.47199996933341,92.68429223448038,5.236512133421911,190966.8066302233,0.5701806324756216,17217,,,64.0,,1.0,,,1.0,,1.0,0.06567764282226562,22.675736961451246,23.093018508390628,4.330313075515266,190966.80663022326,371.51927437641723,23.093018508390628,True,strong_headroom
lstm_input_size-1_hidden_size-64_output_size-1_num_layers-2,lstm,models/checkpoints/lstm_input_size-1_hidden_size-64_output_size-1_num_layers-2/best.pt,mps,16384,1,20,185.80809789709747,170.35808274522424,189.61025029420853,11.34082628766464,88176.99651106507,0.3683979837772379,50497,,,64.0,,1.0,,,2.0,,1.0,0.19263076782226562,22.675736961451246,50.013043928601064,1.9994783789357158,88176.99651106507,371.51927437641723,50.013043928601064,True,viable
lstm_input_size-1_hidden_size-64_output_size-1_num_layers-3,lstm,models/checkpoints/lstm_input_size-1_hidden_size-64_output_size-1_num_layers-3/best.pt,mps,16384,1,20,286.873845779337,257.48545909300447,294.8597497306764,17.509390001180236,57112.21235763177,0.3925977830895832,83777,,,64.0,,1.0,,,3.0,,1.0,0.3195838928222656,22.675736961451246,77.21640990520484,1.2950615047082032,57112.21235763177,371.51927437641723,77.21640990520484,True,viable
