target_device,target_package,target_freq_mhz,status,design,architecture,sample_width,weight_width,acc_width,kernel_taps,dilation,latency_cycles,steady_cycles_per_sample,finite_cycles_per_sample,steady_samples_per_sec_at_target_clock,finite_samples_per_sec_at_target_clock,max_clock_mhz,max_theoretical_samples_per_sec,total_cells,icestorm_lc,sb_lut4,sb_carry,sb_dff,sb_dffe,sb_dffsr,sb_dffesr,sb_dffess,sb_mac16,error
--hx8k,ct256,25,ok,conv1d_parallel_pipelined,small,6,4,24,5,2,3,1.000000,1.015000,25000000.000000,24630541.871921,142.15,142150000.000000,329,220,122,53,0,0,3,150,0,0,
--hx8k,ct256,25,ok,conv1d_parallel_pipelined,small,6,4,32,5,1,3,1.000000,1.015000,25000000.000000,24630541.871921,127.10,127100000.000000,377,236,154,69,0,0,3,150,0,0,
--hx8k,ct256,25,ok,conv1d_parallel_pipelined,small,6,4,32,5,2,3,1.000000,1.015000,25000000.000000,24630541.871921,122.20,122200000.000000,401,260,154,69,0,0,3,174,0,0,
--hx8k,ct256,25,ok,conv1d_parallel_pipelined,small,6,6,16,5,1,3,1.000000,1.015000,25000000.000000,24630541.871921,190.40,190400000.000000,233,156,90,37,0,0,3,102,0,0,
--hx8k,ct256,25,ok,conv1d_parallel_pipelined,small,6,6,16,5,2,3,1.000000,1.015000,25000000.000000,24630541.871921,182.65,182650000.000000,257,180,90,37,0,0,3,126,0,0,
--hx8k,ct256,25,ok,conv1d_parallel_pipelined,small,6,6,24,5,1,3,1.000000,1.015000,25000000.000000,24630541.871921,150.06,150060000.000000,305,196,122,53,0,0,3,126,0,0,
--hx8k,ct256,25,ok,conv1d_parallel_pipelined,small,6,6,24,5,2,3,1.000000,1.015000,25000000.000000,24630541.871921,142.15,142150000.000000,329,220,122,53,0,0,3,150,0,0,
--hx8k,ct256,25,ok,conv1d_parallel_pipelined,small,6,6,32,5,1,3,1.000000,1.015000,25000000.000000,24630541.871921,127.10,127100000.000000,377,236,154,69,0,0,3,150,0,0,
--hx8k,ct256,25,ok,conv1d_parallel_pipelined,small,6,6,32,5,2,3,1.000000,1.015000,25000000.000000,24630541.871921,122.20,122200000.000000,401,260,154,69,0,0,3,174,0,0,
--hx8k,ct256,25,ok,conv1d_parallel_pipelined,small,6,8,16,5,1,3,1.000000,1.015000,25000000.000000,24630541.871921,190.40,190400000.000000,233,156,90,37,0,0,3,102,0,0,
--hx8k,ct256,25,ok,conv1d_parallel_pipelined,small,6,8,16,5,2,3,1.000000,1.015000,25000000.000000,24630541.871921,182.65,182650000.000000,257,180,90,37,0,0,3,126,0,0,
--hx8k,ct256,25,ok,conv1d_parallel_pipelined,small,6,8,24,5,1,3,1.000000,1.015000,25000000.000000,24630541.871921,150.06,150060000.000000,305,196,122,53,0,0,3,126,0,0,
--hx8k,ct256,25,ok,conv1d_parallel_pipelined,small,6,8,24,5,2,3,1.000000,1.015000,25000000.000000,24630541.871921,142.15,142150000.000000,329,220,122,53,0,0,3,150,0,0,
--hx8k,ct256,25,ok,conv1d_parallel_pipelined,small,6,8,32,5,1,3,1.000000,1.015000,25000000.000000,24630541.871921,127.10,127100000.000000,377,236,154,69,0,0,3,150,0,0,
--hx8k,ct256,25,ok,conv1d_parallel_pipelined,small,6,8,32,5,2,3,1.000000,1.015000,25000000.000000,24630541.871921,122.20,122200000.000000,401,260,154,69,0,0,3,174,0,0,
--hx8k,ct256,25,ok,conv1d_parallel_pipelined,small,8,4,16,5,1,3,1.000000,1.015000,25000000.000000,24630541.871921,178.09,178090000.000000,263,178,100,41,0,0,3,118,0,0,
--hx8k,ct256,25,ok,conv1d_parallel_pipelined,small,8,4,16,5,2,3,1.000000,1.015000,25000000.000000,24630541.871921,186.50,186500000.000000,295,210,100,41,0,0,3,150,0,0,
--hx8k,ct256,25,ok,conv1d_parallel_pipelined,small,8,4,24,5,1,3,1.000000,1.015000,25000000.000000,24630541.871921,166.50,166500000.000000,335,218,132,57,0,0,3,142,0,0,
--hx8k,ct256,25,ok,conv1d_parallel_pipelined,small,8,4,24,5,2,3,1.000000,1.015000,25000000.000000,24630541.871921,154.27,154270000.000000,367,250,132,57,0,0,3,174,0,0,
--hx8k,ct256,25,ok,conv1d_parallel_pipelined,small,8,4,32,5,1,3,1.000000,1.015000,25000000.000000,24630541.871921,137.63,137630000.000000,407,258,164,73,0,0,3,166,0,0,
--hx8k,ct256,25,ok,conv1d_parallel_pipelined,small,8,4,32,5,2,3,1.000000,1.015000,25000000.000000,24630541.871921,132.40,132400000.000000,439,290,164,73,0,0,3,198,0,0,
--hx8k,ct256,25,ok,conv1d_parallel_pipelined,small,8,6,16,5,1,3,1.000000,1.015000,25000000.000000,24630541.871921,178.09,178090000.000000,263,178,100,41,0,0,3,118,0,0,
--hx8k,ct256,25,ok,conv1d_parallel_pipelined,small,8,6,16,5,2,3,1.000000,1.015000,25000000.000000,24630541.871921,186.50,186500000.000000,295,210,100,41,0,0,3,150,0,0,
--hx8k,ct256,25,ok,conv1d_parallel_pipelined,small,8,6,24,5,1,3,1.000000,1.015000,25000000.000000,24630541.871921,166.50,166500000.000000,335,218,132,57,0,0,3,142,0,0,
--hx8k,ct256,25,ok,conv1d_parallel_pipelined,small,8,6,24,5,2,3,1.000000,1.015000,25000000.000000,24630541.871921,154.27,154270000.000000,367,250,132,57,0,0,3,174,0,0,
--hx8k,ct256,25,ok,conv1d_parallel_pipelined,small,8,6,32,5,1,3,1.000000,1.015000,25000000.000000,24630541.871921,137.63,137630000.000000,407,258,164,73,0,0,3,166,0,0,
--hx8k,ct256,25,ok,conv1d_parallel_pipelined,small,8,6,32,5,2,3,1.000000,1.015000,25000000.000000,24630541.871921,132.40,132400000.000000,439,290,164,73,0,0,3,198,0,0,
--hx8k,ct256,25,ok,conv1d_parallel_pipelined,small,8,8,16,5,1,3,1.000000,1.015000,25000000.000000,24630541.871921,178.09,178090000.000000,263,178,100,41,0,0,3,118,0,0,
--hx8k,ct256,25,ok,conv1d_parallel_pipelined,small,8,8,16,5,2,3,1.000000,1.015000,25000000.000000,24630541.871921,186.50,186500000.000000,295,210,100,41,0,0,3,150,0,0,
--hx8k,ct256,25,ok,conv1d_parallel_pipelined,small,8,8,24,5,1,3,1.000000,1.015000,25000000.000000,24630541.871921,166.50,166500000.000000,335,218,132,57,0,0,3,142,0,0,
--hx8k,ct256,25,ok,conv1d_parallel_pipelined,small,8,8,24,5,2,3,1.000000,1.015000,25000000.000000,24630541.871921,154.27,154270000.000000,367,250,132,57,0,0,3,174,0,0,
--hx8k,ct256,25,ok,conv1d_parallel_pipelined,small,8,8,32,5,1,3,1.000000,1.015000,25000000.000000,24630541.871921,137.63,137630000.000000,407,258,164,73,0,0,3,166,0,0,
--hx8k,ct256,25,ok,conv1d_parallel_pipelined,small,8,8,32,5,2,3,1.000000,1.015000,25000000.000000,24630541.871921,132.40,132400000.000000,439,290,164,73,0,0,3,198,0,0,
--hx8k,ct256,25,ok,conv1d_serial,small,4,4,16,5,1,5,5.000000,5.005000,5000000.000000,4995004.995005,133.89,26778000.000000,208,126,103,47,3,0,2,52,0,0,
--hx8k,ct256,25,ok,conv1d_serial,small,4,4,16,5,2,5,5.000000,5.005000,5000000.000000,4995004.995005,129.40,25880000.000000,223,141,102,47,3,0,2,68,0,0,
--hx8k,ct256,25,ok,conv1d_serial,small,4,4,24,5,1,5,5.000000,5.005000,5000000.000000,4995004.995005,117.19,23438000.000000,288,166,143,71,3,0,2,68,0,0,
--hx8k,ct256,25,ok,conv1d_serial,small,4,4,24,5,2,5,5.000000,5.005000,5000000.000000,4995004.995005,111.96,22392000.000000,303,181,142,71,3,0,2,84,0,0,
--hx8k,ct256,25,ok,conv1d_serial,small,4,4,32,5,1,5,5.000000,5.005000,5000000.000000,4995004.995005,105.20,21040000.000000,368,206,183,95,3,0,2,84,0,0,
--hx8k,ct256,25,ok,conv1d_serial,small,4,4,32,5,2,5,5.000000,5.005000,5000000.000000,4995004.995005,93.98,18796000.000000,383,221,182,95,3,0,2,100,0,0,
--hx8k,ct256,25,ok,conv1d_serial,small,4,6,16,5,1,5,5.000000,5.005000,5000000.000000,4995004.995005,133.89,26778000.000000,208,126,103,47,3,0,2,52,0,0,
--hx8k,ct256,25,ok,conv1d_serial,small,4,6,16,5,2,5,5.000000,5.005000,5000000.000000,4995004.995005,129.40,25880000.000000,223,141,102,47,3,0,2,68,0,0,
--hx8k,ct256,25,ok,conv1d_serial,small,4,6,24,5,1,5,5.000000,5.005000,5000000.000000,4995004.995005,117.19,23438000.000000,288,166,143,71,3,0,2,68,0,0,
--hx8k,ct256,25,ok,conv1d_serial,small,4,6,24,5,2,5,5.000000,5.005000,5000000.000000,4995004.995005,111.96,22392000.000000,303,181,142,71,3,0,2,84,0,0,
--hx8k,ct256,25,ok,conv1d_serial,small,4,6,32,5,1,5,5.000000,5.005000,5000000.000000,4995004.995005,105.20,21040000.000000,368,206,183,95,3,0,2,84,0,0,
--hx8k,ct256,25,ok,conv1d_serial,small,4,6,32,5,2,5,5.000000,5.005000,5000000.000000,4995004.995005,93.98,18796000.000000,383,221,182,95,3,0,2,100,0,0,
--hx8k,ct256,25,ok,conv1d_serial,small,4,8,16,5,1,5,5.000000,5.005000,5000000.000000,4995004.995005,133.89,26778000.000000,208,126,103,47,3,0,2,52,0,0,
--hx8k,ct256,25,ok,conv1d_serial,small,4,8,16,5,2,5,5.000000,5.005000,5000000.000000,4995004.995005,129.40,25880000.000000,223,141,102,47,3,0,2,68,0,0,
--hx8k,ct256,25,ok,conv1d_serial,small,4,8,24,5,1,5,5.000000,5.005000,5000000.000000,4995004.995005,117.19,23438000.000000,288,166,143,71,3,0,2,68,0,0,
--hx8k,ct256,25,ok,conv1d_serial,small,4,8,24,5,2,5,5.000000,5.005000,5000000.000000,4995004.995005,111.96,22392000.000000,303,181,142,71,3,0,2,84,0,0,
--hx8k,ct256,25,ok,conv1d_serial,small,4,8,32,5,1,5,5.000000,5.005000,5000000.000000,4995004.995005,105.20,21040000.000000,368,206,183,95,3,0,2,84,0,0,
--hx8k,ct256,25,ok,conv1d_serial,small,4,8,32,5,2,5,5.000000,5.005000,5000000.000000,4995004.995005,93.98,18796000.000000,383,221,182,95,3,0,2,100,0,0,
--hx8k,ct256,25,ok,conv1d_serial,small,6,4,16,5,1,5,5.000000,5.005000,5000000.000000,4995004.995005,130.23,26046000.000000,228,144,111,49,3,0,2,62,0,0,
--hx8k,ct256,25,ok,conv1d_serial,small,6,4,16,5,2,5,5.000000,5.005000,5000000.000000,4995004.995005,124.44,24888000.000000,251,167,110,49,3,0,2,86,0,0,
--hx8k,ct256,25,ok,conv1d_serial,small,6,4,24,5,1,5,5.000000,5.005000,5000000.000000,4995004.995005,120.45,24090000.000000,308,184,151,73,3,0,2,78,0,0,
--hx8k,ct256,25,ok,conv1d_serial,small,6,4,24,5,2,5,5.000000,5.005000,5000000.000000,4995004.995005,104.28,20856000.000000,331,207,150,73,3,0,2,102,0,0,
--hx8k,ct256,25,ok,conv1d_serial,small,6,4,32,5,1,5,5.000000,5.005000,5000000.000000,4995004.995005,102.10,20420000.000000,388,224,191,97,3,0,2,94,0,0,
--hx8k,ct256,25,ok,conv1d_serial,small,6,4,32,5,2,5,5.000000,5.005000,5000000.000000,4995004.995005,98.66,19732000.000000,411,247,190,97,3,0,2,118,0,0,
--hx8k,ct256,25,ok,conv1d_serial,small,6,6,16,5,1,5,5.000000,5.005000,5000000.000000,4995004.995005,130.23,26046000.000000,228,144,111,49,3,0,2,62,0,0,
--hx8k,ct256,25,ok,conv1d_serial,small,6,6,16,5,2,5,5.000000,5.005000,5000000.000000,4995004.995005,124.44,24888000.000000,251,167,110,49,3,0,2,86,0,0,
--hx8k,ct256,25,ok,conv1d_serial,small,6,6,24,5,1,5,5.000000,5.005000,5000000.000000,4995004.995005,120.45,24090000.000000,308,184,151,73,3,0,2,78,0,0,
--hx8k,ct256,25,ok,conv1d_serial,small,6,6,24,5,2,5,5.000000,5.005000,5000000.000000,4995004.995005,104.28,20856000.000000,331,207,150,73,3,0,2,102,0,0,
--hx8k,ct256,25,ok,conv1d_serial,small,6,6,32,5,1,5,5.000000,5.005000,5000000.000000,4995004.995005,102.10,20420000.000000,388,224,191,97,3,0,2,94,0,0,
--hx8k,ct256,25,ok,conv1d_serial,small,6,6,32,5,2,5,5.000000,5.005000,5000000.000000,4995004.995005,98.66,19732000.000000,411,247,190,97,3,0,2,118,0,0,
--hx8k,ct256,25,ok,conv1d_serial,small,6,8,16,5,1,5,5.000000,5.005000,5000000.000000,4995004.995005,130.23,26046000.000000,228,144,111,49,3,0,2,62,0,0,
--hx8k,ct256,25,ok,conv1d_serial,small,6,8,16,5,2,5,5.000000,5.005000,5000000.000000,4995004.995005,124.44,24888000.000000,251,167,110,49,3,0,2,86,0,0,
--hx8k,ct256,25,ok,conv1d_serial,small,6,8,24,5,1,5,5.000000,5.005000,5000000.000000,4995004.995005,120.45,24090000.000000,308,184,151,73,3,0,2,78,0,0,
--hx8k,ct256,25,ok,conv1d_serial,small,6,8,24,5,2,5,5.000000,5.005000,5000000.000000,4995004.995005,104.28,20856000.000000,331,207,150,73,3,0,2,102,0,0,
--hx8k,ct256,25,ok,conv1d_serial,small,6,8,32,5,1,5,5.000000,5.005000,5000000.000000,4995004.995005,102.10,20420000.000000,388,224,191,97,3,0,2,94,0,0,
--hx8k,ct256,25,ok,conv1d_serial,small,6,8,32,5,2,5,5.000000,5.005000,5000000.000000,4995004.995005,98.66,19732000.000000,411,247,190,97,3,0,2,118,0,0,
--hx8k,ct256,25,ok,conv1d_serial,small,8,4,16,5,1,5,5.000000,5.005000,5000000.000000,4995004.995005,140.88,28176000.000000,248,162,119,51,3,0,2,72,0,0,
--hx8k,ct256,25,ok,conv1d_serial,small,8,4,16,5,2,5,5.000000,5.005000,5000000.000000,4995004.995005,129.40,25880000.000000,279,193,118,51,3,0,2,104,0,0,
--hx8k,ct256,25,ok,conv1d_serial,small,8,4,24,5,1,5,5.000000,5.005000,5000000.000000,4995004.995005,120.45,24090000.000000,328,202,159,75,3,0,2,88,0,0,
--hx8k,ct256,25,ok,conv1d_serial,small,8,4,24,5,2,5,5.000000,5.005000,5000000.000000,4995004.995005,104.81,20962000.000000,359,233,158,75,3,0,2,120,0,0,
--hx8k,ct256,25,ok,conv1d_serial,small,8,4,32,5,1,5,5.000000,5.005000,5000000.000000,4995004.995005,101.25,20250000.000000,408,242,199,99,3,0,2,104,0,0,
--hx8k,ct256,25,ok,conv1d_serial,small,8,4,32,5,2,5,5.000000,5.005000,5000000.000000,4995004.995005,96.98,19396000.000000,439,273,198,99,3,0,2,136,0,0,
--hx8k,ct256,25,ok,conv1d_serial,small,8,6,16,5,1,5,5.000000,5.005000,5000000.000000,4995004.995005,140.88,28176000.000000,248,162,119,51,3,0,2,72,0,0,
--hx8k,ct256,25,ok,conv1d_serial,small,8,6,16,5,2,5,5.000000,5.005000,5000000.000000,4995004.995005,129.40,25880000.000000,279,193,118,51,3,0,2,104,0,0,
--hx8k,ct256,25,ok,conv1d_serial,small,8,6,24,5,1,5,5.000000,5.005000,5000000.000000,4995004.995005,120.45,24090000.000000,328,202,159,75,3,0,2,88,0,0,
--hx8k,ct256,25,ok,conv1d_serial,small,8,6,24,5,2,5,5.000000,5.005000,5000000.000000,4995004.995005,104.81,20962000.000000,359,233,158,75,3,0,2,120,0,0,
--hx8k,ct256,25,ok,conv1d_serial,small,8,6,32,5,1,5,5.000000,5.005000,5000000.000000,4995004.995005,101.25,20250000.000000,408,242,199,99,3,0,2,104,0,0,
--hx8k,ct256,25,ok,conv1d_serial,small,8,6,32,5,2,5,5.000000,5.005000,5000000.000000,4995004.995005,96.98,19396000.000000,439,273,198,99,3,0,2,136,0,0,
--hx8k,ct256,25,ok,conv1d_serial,small,8,8,16,5,1,5,5.000000,5.005000,5000000.000000,4995004.995005,140.88,28176000.000000,248,162,119,51,3,0,2,72,0,0,
--hx8k,ct256,25,ok,conv1d_serial,small,8,8,16,5,2,5,5.000000,5.005000,5000000.000000,4995004.995005,129.40,25880000.000000,279,193,118,51,3,0,2,104,0,0,
--hx8k,ct256,25,ok,conv1d_serial,small,8,8,24,5,1,5,5.000000,5.005000,5000000.000000,4995004.995005,120.45,24090000.000000,328,202,159,75,3,0,2,88,0,0,
--hx8k,ct256,25,ok,conv1d_serial,small,8,8,24,5,2,5,5.000000,5.005000,5000000.000000,4995004.995005,104.81,20962000.000000,359,233,158,75,3,0,2,120,0,0,
--hx8k,ct256,25,ok,conv1d_serial,small,8,8,32,5,1,5,5.000000,5.005000,5000000.000000,4995004.995005,101.25,20250000.000000,408,242,199,99,3,0,2,104,0,0,
--hx8k,ct256,25,ok,conv1d_serial,small,8,8,32,5,2,5,5.000000,5.005000,5000000.000000,4995004.995005,96.98,19396000.000000,439,273,198,99,3,0,2,136,0,0,
--hx8k,ct256,25,ok,conv1d_large_parallel,large,4,4,16,8,1,1,1.000000,1.005000,25000000.000000,24875621.890547,96.46,96460000.000000,131,116,75,10,0,0,1,44,0,0,
--hx8k,ct256,25,ok,conv1d_large_parallel,large,4,4,16,16,1,1,1.000000,1.005000,25000000.000000,24875621.890547,71.54,71540000.000000,272,251,178,16,0,0,1,76,0,0,
--hx8k,ct256,25,ok,conv1d_large_parallel,large,4,4,16,32,1,1,1.000000,1.005000,25000000.000000,24875621.890547,62.85,62850000.000000,536,506,368,26,0,0,1,140,0,0,
--hx8k,ct256,25,ok,conv1d_large_parallel,large,4,4,16,48,1,1,1.000000,1.005000,25000000.000000,24875621.890547,61.44,61440000.000000,835,784,587,42,0,0,1,204,0,0,
--hx8k,ct256,25,ok,conv1d_large_parallel,large,4,4,16,64,1,1,1.000000,1.005000,25000000.000000,24875621.890547,54.53,54530000.000000,1116,1057,794,52,0,0,1,268,0,0,
--hx8k,ct256,25,ok,conv1d_large_parallel,large,4,4,16,8,2,1,1.000000,1.005000,25000000.000000,24875621.890547,80.89,80890000.000000,164,149,80,10,0,0,1,72,0,0,
--hx8k,ct256,25,ok,conv1d_large_parallel,large,4,4,16,16,2,1,1.000000,1.005000,25000000.000000,24875621.890547,71.82,71820000.000000,331,310,177,16,0,0,1,136,0,0,
--hx8k,ct256,25,ok,conv1d_large_parallel,large,4,4,16,32,2,1,1.000000,1.005000,25000000.000000,24875621.890547,64.17,64170000.000000,668,638,376,26,0,0,1,264,0,0,
--hx8k,ct256,25,ok,conv1d_large_parallel,large,4,4,16,48,2,1,1.000000,1.005000,25000000.000000,24875621.890547,59.08,59080000.000000,1013,962,577,42,0,0,1,392,0,0,
--hx8k,ct256,25,ok,conv1d_large_parallel,large,4,4,16,64,2,1,1.000000,1.005000,25000000.000000,24875621.890547,51.76,51760000.000000,1368,1309,794,52,0,0,1,520,0,0,
--hx8k,ct256,25,ok,conv1d_large_parallel,large,4,4,24,8,1,1,1.000000,1.005000,25000000.000000,24875621.890547,74.12,74120000.000000,139,124,75,10,0,0,1,52,0,0,
--hx8k,ct256,25,ok,conv1d_large_parallel,large,4,4,24,16,1,1,1.000000,1.005000,25000000.000000,24875621.890547,66.51,66510000.000000,279,258,177,16,0,0,1,84,0,0,
--hx8k,ct256,25,ok,conv1d_large_parallel,large,4,4,24,32,1,1,1.000000,1.005000,25000000.000000,24875621.890547,56.39,56390000.000000,543,513,367,26,0,0,1,148,0,0,
--hx8k,ct256,25,ok,conv1d_large_parallel,large,4,4,24,48,1,1,1.000000,1.005000,25000000.000000,24875621.890547,56.22,56220000.000000,863,796,599,50,0,0,1,212,0,0,
--hx8k,ct256,25,ok,conv1d_large_parallel,large,4,4,24,64,1,1,1.000000,1.005000,25000000.000000,24875621.890547,54.36,54360000.000000,1132,1066,798,56,0,0,1,276,0,0,
--hx8k,ct256,25,ok,conv1d_large_parallel,large,4,4,24,8,2,1,1.000000,1.005000,25000000.000000,24875621.890547,76.50,76500000.000000,174,159,82,10,0,0,1,80,0,0,
--hx8k,ct256,25,ok,conv1d_large_parallel,large,4,4,24,16,2,1,1.000000,1.005000,25000000.000000,24875621.890547,64.88,64880000.000000,339,318,177,16,0,0,1,144,0,0,
--hx8k,ct256,25,ok,conv1d_large_parallel,large,4,4,24,32,2,1,1.000000,1.005000,25000000.000000,24875621.890547,57.72,57720000.000000,676,646,376,26,0,0,1,272,0,0,
--hx8k,ct256,25,ok,conv1d_large_parallel,large,4,4,24,48,2,1,1.000000,1.005000,25000000.000000,24875621.890547,53.10,53100000.000000,1004,964,565,37,0,0,1,400,0,0,
--hx8k,ct256,25,ok,conv1d_large_parallel,large,4,4,24,64,2,1,1.000000,1.005000,25000000.000000,24875621.890547,50.58,50580000.000000,1386,1320,800,56,0,0,1,528,0,0,
--hx8k,ct256,25,ok,conv1d_large_parallel,large,4,4,32,8,1,1,1.000000,1.005000,25000000.000000,24875621.890547,74.12,74120000.000000,147,132,75,10,0,0,1,60,0,0,
--hx8k,ct256,25,ok,conv1d_large_parallel,large,4,4,32,16,1,1,1.000000,1.005000,25000000.000000,24875621.890547,63.67,63670000.000000,288,267,178,16,0,0,1,92,0,0,
--hx8k,ct256,25,ok,conv1d_large_parallel,large,4,4,32,32,1,1,1.000000,1.005000,25000000.000000,24875621.890547,56.25,56250000.000000,551,521,367,26,0,0,1,156,0,0,
--hx8k,ct256,25,ok,conv1d_large_parallel,large,4,4,32,48,1,1,1.000000,1.005000,25000000.000000,24875621.890547,54.05,54050000.000000,883,800,603,58,0,0,1,220,0,0,
--hx8k,ct256,25,ok,conv1d_large_parallel,large,4,4,32,64,1,1,1.000000,1.005000,25000000.000000,24875621.890547,50.97,50970000.000000,1146,1074,801,59,0,0,1,284,0,0,
--hx8k,ct256,25,ok,conv1d_large_parallel,large,4,4,32,8,2,1,1.000000,1.005000,25000000.000000,24875621.890547,74.39,74390000.000000,182,167,82,10,0,0,1,88,0,0,
--hx8k,ct256,25,ok,conv1d_large_parallel,large,4,4,32,16,2,1,1.000000,1.005000,25000000.000000,24875621.890547,61.01,61010000.000000,347,326,177,16,0,0,1,152,0,0,
--hx8k,ct256,25,ok,conv1d_large_parallel,large,4,4,32,32,2,1,1.000000,1.005000,25000000.000000,24875621.890547,55.97,55970000.000000,685,655,377,26,0,0,1,280,0,0,
--hx8k,ct256,25,ok,conv1d_large_parallel,large,4,4,32,48,2,1,1.000000,1.005000,25000000.000000,24875621.890547,52.42,52420000.000000,1061,978,593,58,0,0,1,408,0,0,
--hx8k,ct256,25,ok,conv1d_large_parallel,large,4,4,32,64,2,1,1.000000,1.005000,25000000.000000,24875621.890547,51.68,51680000.000000,1412,1328,809,65,0,0,1,536,0,0,
--hx8k,ct256,25,ok,conv1d_large_parallel,large,4,6,16,8,1,1,1.000000,1.005000,25000000.000000,24875621.890547,96.46,96460000.000000,131,116,75,10,0,0,1,44,0,0,
--hx8k,ct256,25,ok,conv1d_large_parallel,large,4,6,16,16,1,1,1.000000,1.005000,25000000.000000,24875621.890547,71.54,71540000.000000,272,251,178,16,0,0,1,76,0,0,
--hx8k,ct256,25,ok,conv1d_large_parallel,large,4,6,16,32,1,1,1.000000,1.005000,25000000.000000,24875621.890547,62.85,62850000.000000,536,506,368,26,0,0,1,140,0,0,
--hx8k,ct256,25,ok,conv1d_large_parallel,large,4,6,16,48,1,1,1.000000,1.005000,25000000.000000,24875621.890547,61.44,61440000.000000,835,784,587,42,0,0,1,204,0,0,
--hx8k,ct256,25,ok,conv1d_large_parallel,large,4,6,16,64,1,1,1.000000,1.005000,25000000.000000,24875621.890547,54.53,54530000.000000,1116,1057,794,52,0,0,1,268,0,0,
--hx8k,ct256,25,ok,conv1d_large_parallel,large,4,6,16,8,2,1,1.000000,1.005000,25000000.000000,24875621.890547,80.89,80890000.000000,164,149,80,10,0,0,1,72,0,0,
--hx8k,ct256,25,ok,conv1d_large_parallel,large,4,6,16,16,2,1,1.000000,1.005000,25000000.000000,24875621.890547,71.82,71820000.000000,331,310,177,16,0,0,1,136,0,0,
--hx8k,ct256,25,ok,conv1d_large_parallel,large,4,6,16,32,2,1,1.000000,1.005000,25000000.000000,24875621.890547,64.17,64170000.000000,668,638,376,26,0,0,1,264,0,0,
--hx8k,ct256,25,ok,conv1d_large_parallel,large,4,6,16,48,2,1,1.000000,1.005000,25000000.000000,24875621.890547,59.08,59080000.000000,1013,962,577,42,0,0,1,392,0,0,
--hx8k,ct256,25,ok,conv1d_large_parallel,large,4,6,16,64,2,1,1.000000,1.005000,25000000.000000,24875621.890547,51.76,51760000.000000,1368,1309,794,52,0,0,1,520,0,0,
--hx8k,ct256,25,ok,conv1d_large_parallel,large,4,6,24,8,1,1,1.000000,1.005000,25000000.000000,24875621.890547,74.12,74120000.000000,139,124,75,10,0,0,1,52,0,0,
--hx8k,ct256,25,ok,conv1d_large_parallel,large,4,6,24,16,1,1,1.000000,1.005000,25000000.000000,24875621.890547,66.51,66510000.000000,279,258,177,16,0,0,1,84,0,0,
--hx8k,ct256,25,ok,conv1d_large_parallel,large,4,6,24,32,1,1,1.000000,1.005000,25000000.000000,24875621.890547,56.39,56390000.000000,543,513,367,26,0,0,1,148,0,0,
--hx8k,ct256,25,ok,conv1d_large_parallel,large,4,6,24,48,1,1,1.000000,1.005000,25000000.000000,24875621.890547,56.22,56220000.000000,863,796,599,50,0,0,1,212,0,0,
--hx8k,ct256,25,ok,conv1d_large_parallel,large,4,6,24,64,1,1,1.000000,1.005000,25000000.000000,24875621.890547,54.36,54360000.000000,1132,1066,798,56,0,0,1,276,0,0,
--hx8k,ct256,25,ok,conv1d_large_parallel,large,4,6,24,8,2,1,1.000000,1.005000,25000000.000000,24875621.890547,76.50,76500000.000000,174,159,82,10,0,0,1,80,0,0,
--hx8k,ct256,25,ok,conv1d_large_parallel,large,4,6,24,16,2,1,1.000000,1.005000,25000000.000000,24875621.890547,64.88,64880000.000000,339,318,177,16,0,0,1,144,0,0,
--hx8k,ct256,25,ok,conv1d_large_parallel,large,4,6,24,32,2,1,1.000000,1.005000,25000000.000000,24875621.890547,57.72,57720000.000000,676,646,376,26,0,0,1,272,0,0,
--hx8k,ct256,25,ok,conv1d_large_parallel,large,4,6,24,48,2,1,1.000000,1.005000,25000000.000000,24875621.890547,53.10,53100000.000000,1004,964,565,37,0,0,1,400,0,0,
--hx8k,ct256,25,ok,conv1d_large_parallel,large,4,6,24,64,2,1,1.000000,1.005000,25000000.000000,24875621.890547,50.58,50580000.000000,1386,1320,800,56,0,0,1,528,0,0,
--hx8k,ct256,25,ok,conv1d_large_parallel,large,4,6,32,8,1,1,1.000000,1.005000,25000000.000000,24875621.890547,74.12,74120000.000000,147,132,75,10,0,0,1,60,0,0,
--hx8k,ct256,25,ok,conv1d_large_parallel,large,4,6,32,16,1,1,1.000000,1.005000,25000000.000000,24875621.890547,63.67,63670000.000000,288,267,178,16,0,0,1,92,0,0,
--hx8k,ct256,25,ok,conv1d_large_parallel,large,4,6,32,32,1,1,1.000000,1.005000,25000000.000000,24875621.890547,56.25,56250000.000000,551,521,367,26,0,0,1,156,0,0,
--hx8k,ct256,25,ok,conv1d_large_parallel,large,4,6,32,48,1,1,1.000000,1.005000,25000000.000000,24875621.890547,54.05,54050000.000000,883,800,603,58,0,0,1,220,0,0,
--hx8k,ct256,25,ok,conv1d_large_parallel,large,4,6,32,64,1,1,1.000000,1.005000,25000000.000000,24875621.890547,50.97,50970000.000000,1146,1074,801,59,0,0,1,284,0,0,
--hx8k,ct256,25,ok,conv1d_large_parallel,large,4,6,32,8,2,1,1.000000,1.005000,25000000.000000,24875621.890547,74.39,74390000.000000,182,167,82,10,0,0,1,88,0,0,
