status,design,architecture,sample_width,weight_width,acc_width,kernel_taps,dilation,latency_cycles,steady_cycles_per_sample,finite_cycles_per_sample,steady_samples_per_sec_at_target_clock,finite_samples_per_sec_at_target_clock,max_clock_mhz,max_theoretical_samples_per_sec,total_cells,icestorm_lc,sb_lut4,sb_carry,sb_dff,sb_dffe,sb_dffsr,sb_dffesr,sb_dffess,sb_mac16,error
failed,conv1d_large_parallel,large,4,8,32,64,2,,,,,,,,,,,,,,,,,,command failed (255): nextpnr-ice40 -q -l /var/folders/nv/qdr7wfxs0n5chf_xchrrhrmr0000gn/T/fpga_mega_p90oy5m_/nextpnr.log --hx1k --package vq100 --freq 25 --json /var/folders/nv/qdr7wfxs0n5chf_xchrrhrmr0000gn/T/fpga_mega_p90oy5m_/design.json --asc /var/folders/nv/qdr7wfxs0n5chf_xchrrhrmr0000gn/T/fpga_mega_p90oy5m_/design.asc --sdf /var/folders/nv/qdr7wfxs0n5chf_xchrrhrmr0000gn/T/fpga_mega_p90oy5m_/design.sdf
ok,conv1d_large_parallel,large,6,4,16,8,1,1,1.000000,1.005000,25000000.000000,24875621.890547,85.95,85950000.000000,183,160,107,16,0,0,1,58,0,0,
ok,conv1d_large_parallel,large,6,4,16,16,1,1,1.000000,1.005000,25000000.000000,24875621.890547,67.87,67870000.000000,384,351,250,26,0,0,1,106,0,0,
ok,conv1d_large_parallel,large,6,4,16,32,1,1,1.000000,1.005000,25000000.000000,24875621.890547,54.46,54460000.000000,760,710,512,44,0,0,1,202,0,0,
ok,conv1d_large_parallel,large,6,4,16,48,1,1,1.000000,1.005000,25000000.000000,24875621.890547,55.67,55670000.000000,1169,1094,803,66,0,0,1,298,0,0,
failed,conv1d_large_parallel,large,6,4,16,64,1,,,,,,,,,,,,,,,,,,command failed (255): nextpnr-ice40 -q -l /var/folders/nv/qdr7wfxs0n5chf_xchrrhrmr0000gn/T/fpga_mega_hz5cxmnq/nextpnr.log --hx1k --package vq100 --freq 25 --json /var/folders/nv/qdr7wfxs0n5chf_xchrrhrmr0000gn/T/fpga_mega_hz5cxmnq/design.json --asc /var/folders/nv/qdr7wfxs0n5chf_xchrrhrmr0000gn/T/fpga_mega_hz5cxmnq/design.asc --sdf /var/folders/nv/qdr7wfxs0n5chf_xchrrhrmr0000gn/T/fpga_mega_hz5cxmnq/design.sdf
ok,conv1d_large_parallel,large,6,4,16,8,2,1,1.000000,1.005000,25000000.000000,24875621.890547,82.53,82530000.000000,229,206,111,16,0,0,1,100,0,0,
ok,conv1d_large_parallel,large,6,4,16,16,2,1,1.000000,1.005000,25000000.000000,24875621.890547,67.61,67610000.000000,473,440,249,26,0,0,1,196,0,0,
ok,conv1d_large_parallel,large,6,4,16,32,2,1,1.000000,1.005000,25000000.000000,24875621.890547,61.68,61680000.000000,957,907,523,44,0,0,1,388,0,0,
failed,conv1d_large_parallel,large,6,4,16,48,2,,,,,,,,,,,,,,,,,,command failed (255): nextpnr-ice40 -q -l /var/folders/nv/qdr7wfxs0n5chf_xchrrhrmr0000gn/T/fpga_mega_g5vd2g43/nextpnr.log --hx1k --package vq100 --freq 25 --json /var/folders/nv/qdr7wfxs0n5chf_xchrrhrmr0000gn/T/fpga_mega_g5vd2g43/design.json --asc /var/folders/nv/qdr7wfxs0n5chf_xchrrhrmr0000gn/T/fpga_mega_g5vd2g43/design.asc --sdf /var/folders/nv/qdr7wfxs0n5chf_xchrrhrmr0000gn/T/fpga_mega_g5vd2g43/design.sdf
failed,conv1d_large_parallel,large,6,4,16,64,2,,,,,,,,,,,,,,,,,,command failed (255): nextpnr-ice40 -q -l /var/folders/nv/qdr7wfxs0n5chf_xchrrhrmr0000gn/T/fpga_mega_9351fb72/nextpnr.log --hx1k --package vq100 --freq 25 --json /var/folders/nv/qdr7wfxs0n5chf_xchrrhrmr0000gn/T/fpga_mega_9351fb72/design.json --asc /var/folders/nv/qdr7wfxs0n5chf_xchrrhrmr0000gn/T/fpga_mega_9351fb72/design.asc --sdf /var/folders/nv/qdr7wfxs0n5chf_xchrrhrmr0000gn/T/fpga_mega_9351fb72/design.sdf
ok,conv1d_large_parallel,large,6,4,24,8,1,1,1.000000,1.005000,25000000.000000,24875621.890547,70.83,70830000.000000,191,168,107,16,0,0,1,66,0,0,
ok,conv1d_large_parallel,large,6,4,24,16,1,1,1.000000,1.005000,25000000.000000,24875621.890547,62.41,62410000.000000,390,357,248,26,0,0,1,114,0,0,
ok,conv1d_large_parallel,large,6,4,24,32,1,1,1.000000,1.005000,25000000.000000,24875621.890547,56.87,56870000.000000,766,716,510,44,0,0,1,210,0,0,
ok,conv1d_large_parallel,large,6,4,24,48,1,1,1.000000,1.005000,25000000.000000,24875621.890547,52.02,52020000.000000,1197,1106,815,74,0,0,1,306,0,0,
failed,conv1d_large_parallel,large,6,4,24,64,1,,,,,,,,,,,,,,,,,,command failed (255): nextpnr-ice40 -q -l /var/folders/nv/qdr7wfxs0n5chf_xchrrhrmr0000gn/T/fpga_mega_g1p2l68_/nextpnr.log --hx1k --package vq100 --freq 25 --json /var/folders/nv/qdr7wfxs0n5chf_xchrrhrmr0000gn/T/fpga_mega_g1p2l68_/design.json --asc /var/folders/nv/qdr7wfxs0n5chf_xchrrhrmr0000gn/T/fpga_mega_g1p2l68_/design.asc --sdf /var/folders/nv/qdr7wfxs0n5chf_xchrrhrmr0000gn/T/fpga_mega_g1p2l68_/design.sdf
ok,conv1d_large_parallel,large,6,4,24,8,2,1,1.000000,1.005000,25000000.000000,24875621.890547,73.87,73870000.000000,237,214,111,16,0,0,1,108,0,0,
ok,conv1d_large_parallel,large,6,4,24,16,2,1,1.000000,1.005000,25000000.000000,24875621.890547,63.63,63630000.000000,480,447,248,26,0,0,1,204,0,0,
ok,conv1d_large_parallel,large,6,4,24,32,2,1,1.000000,1.005000,25000000.000000,24875621.890547,56.09,56090000.000000,966,916,524,44,0,0,1,396,0,0,
failed,conv1d_large_parallel,large,6,4,24,48,2,,,,,,,,,,,,,,,,,,command failed (255): nextpnr-ice40 -q -l /var/folders/nv/qdr7wfxs0n5chf_xchrrhrmr0000gn/T/fpga_mega_547bbhe1/nextpnr.log --hx1k --package vq100 --freq 25 --json /var/folders/nv/qdr7wfxs0n5chf_xchrrhrmr0000gn/T/fpga_mega_547bbhe1/design.json --asc /var/folders/nv/qdr7wfxs0n5chf_xchrrhrmr0000gn/T/fpga_mega_547bbhe1/design.asc --sdf /var/folders/nv/qdr7wfxs0n5chf_xchrrhrmr0000gn/T/fpga_mega_547bbhe1/design.sdf
failed,conv1d_large_parallel,large,6,4,24,64,2,,,,,,,,,,,,,,,,,,command failed (255): nextpnr-ice40 -q -l /var/folders/nv/qdr7wfxs0n5chf_xchrrhrmr0000gn/T/fpga_mega_erq7pp3x/nextpnr.log --hx1k --package vq100 --freq 25 --json /var/folders/nv/qdr7wfxs0n5chf_xchrrhrmr0000gn/T/fpga_mega_erq7pp3x/design.json --asc /var/folders/nv/qdr7wfxs0n5chf_xchrrhrmr0000gn/T/fpga_mega_erq7pp3x/design.asc --sdf /var/folders/nv/qdr7wfxs0n5chf_xchrrhrmr0000gn/T/fpga_mega_erq7pp3x/design.sdf
ok,conv1d_large_parallel,large,6,4,32,8,1,1,1.000000,1.005000,25000000.000000,24875621.890547,80.80,80800000.000000,200,177,108,16,0,0,1,74,0,0,
ok,conv1d_large_parallel,large,6,4,32,16,1,1,1.000000,1.005000,25000000.000000,24875621.890547,59.59,59590000.000000,400,367,250,26,0,0,1,122,0,0,
ok,conv1d_large_parallel,large,6,4,32,32,1,1,1.000000,1.005000,25000000.000000,24875621.890547,51.52,51520000.000000,773,723,509,44,0,0,1,218,0,0,
ok,conv1d_large_parallel,large,6,4,32,48,1,1,1.000000,1.005000,25000000.000000,24875621.890547,49.43,49430000.000000,1221,1114,823,82,0,0,1,314,0,0,
failed,conv1d_large_parallel,large,6,4,32,64,1,,,,,,,,,,,,,,,,,,command failed (255): nextpnr-ice40 -q -l /var/folders/nv/qdr7wfxs0n5chf_xchrrhrmr0000gn/T/fpga_mega_lngkmqvy/nextpnr.log --hx1k --package vq100 --freq 25 --json /var/folders/nv/qdr7wfxs0n5chf_xchrrhrmr0000gn/T/fpga_mega_lngkmqvy/design.json --asc /var/folders/nv/qdr7wfxs0n5chf_xchrrhrmr0000gn/T/fpga_mega_lngkmqvy/design.asc --sdf /var/folders/nv/qdr7wfxs0n5chf_xchrrhrmr0000gn/T/fpga_mega_lngkmqvy/design.sdf
ok,conv1d_large_parallel,large,6,4,32,8,2,1,1.000000,1.005000,25000000.000000,24875621.890547,76.34,76340000.000000,245,222,111,16,0,0,1,116,0,0,
ok,conv1d_large_parallel,large,6,4,32,16,2,1,1.000000,1.005000,25000000.000000,24875621.890547,64.35,64350000.000000,489,456,249,26,0,0,1,212,0,0,
ok,conv1d_large_parallel,large,6,4,32,32,2,1,1.000000,1.005000,25000000.000000,24875621.890547,56.33,56330000.000000,973,923,523,44,0,0,1,404,0,0,
failed,conv1d_large_parallel,large,6,4,32,48,2,,,,,,,,,,,,,,,,,,command failed (255): nextpnr-ice40 -q -l /var/folders/nv/qdr7wfxs0n5chf_xchrrhrmr0000gn/T/fpga_mega__zzv510j/nextpnr.log --hx1k --package vq100 --freq 25 --json /var/folders/nv/qdr7wfxs0n5chf_xchrrhrmr0000gn/T/fpga_mega__zzv510j/design.json --asc /var/folders/nv/qdr7wfxs0n5chf_xchrrhrmr0000gn/T/fpga_mega__zzv510j/design.asc --sdf /var/folders/nv/qdr7wfxs0n5chf_xchrrhrmr0000gn/T/fpga_mega__zzv510j/design.sdf
failed,conv1d_large_parallel,large,6,4,32,64,2,,,,,,,,,,,,,,,,,,command failed (255): nextpnr-ice40 -q -l /var/folders/nv/qdr7wfxs0n5chf_xchrrhrmr0000gn/T/fpga_mega_frf6rblj/nextpnr.log --hx1k --package vq100 --freq 25 --json /var/folders/nv/qdr7wfxs0n5chf_xchrrhrmr0000gn/T/fpga_mega_frf6rblj/design.json --asc /var/folders/nv/qdr7wfxs0n5chf_xchrrhrmr0000gn/T/fpga_mega_frf6rblj/design.asc --sdf /var/folders/nv/qdr7wfxs0n5chf_xchrrhrmr0000gn/T/fpga_mega_frf6rblj/design.sdf
ok,conv1d_large_parallel,large,6,6,16,8,1,1,1.000000,1.005000,25000000.000000,24875621.890547,85.95,85950000.000000,183,160,107,16,0,0,1,58,0,0,
ok,conv1d_large_parallel,large,6,6,16,16,1,1,1.000000,1.005000,25000000.000000,24875621.890547,67.87,67870000.000000,384,351,250,26,0,0,1,106,0,0,
ok,conv1d_large_parallel,large,6,6,16,32,1,1,1.000000,1.005000,25000000.000000,24875621.890547,54.46,54460000.000000,760,710,512,44,0,0,1,202,0,0,
ok,conv1d_large_parallel,large,6,6,16,48,1,1,1.000000,1.005000,25000000.000000,24875621.890547,55.67,55670000.000000,1169,1094,803,66,0,0,1,298,0,0,
failed,conv1d_large_parallel,large,6,6,16,64,1,,,,,,,,,,,,,,,,,,command failed (255): nextpnr-ice40 -q -l /var/folders/nv/qdr7wfxs0n5chf_xchrrhrmr0000gn/T/fpga_mega_yx2b0tun/nextpnr.log --hx1k --package vq100 --freq 25 --json /var/folders/nv/qdr7wfxs0n5chf_xchrrhrmr0000gn/T/fpga_mega_yx2b0tun/design.json --asc /var/folders/nv/qdr7wfxs0n5chf_xchrrhrmr0000gn/T/fpga_mega_yx2b0tun/design.asc --sdf /var/folders/nv/qdr7wfxs0n5chf_xchrrhrmr0000gn/T/fpga_mega_yx2b0tun/design.sdf
ok,conv1d_large_parallel,large,6,6,16,8,2,1,1.000000,1.005000,25000000.000000,24875621.890547,82.53,82530000.000000,229,206,111,16,0,0,1,100,0,0,
ok,conv1d_large_parallel,large,6,6,16,16,2,1,1.000000,1.005000,25000000.000000,24875621.890547,67.61,67610000.000000,473,440,249,26,0,0,1,196,0,0,
ok,conv1d_large_parallel,large,6,6,16,32,2,1,1.000000,1.005000,25000000.000000,24875621.890547,61.68,61680000.000000,957,907,523,44,0,0,1,388,0,0,
failed,conv1d_large_parallel,large,6,6,16,48,2,,,,,,,,,,,,,,,,,,command failed (255): nextpnr-ice40 -q -l /var/folders/nv/qdr7wfxs0n5chf_xchrrhrmr0000gn/T/fpga_mega_b54w3j1z/nextpnr.log --hx1k --package vq100 --freq 25 --json /var/folders/nv/qdr7wfxs0n5chf_xchrrhrmr0000gn/T/fpga_mega_b54w3j1z/design.json --asc /var/folders/nv/qdr7wfxs0n5chf_xchrrhrmr0000gn/T/fpga_mega_b54w3j1z/design.asc --sdf /var/folders/nv/qdr7wfxs0n5chf_xchrrhrmr0000gn/T/fpga_mega_b54w3j1z/design.sdf
failed,conv1d_large_parallel,large,6,6,16,64,2,,,,,,,,,,,,,,,,,,command failed (255): nextpnr-ice40 -q -l /var/folders/nv/qdr7wfxs0n5chf_xchrrhrmr0000gn/T/fpga_mega_65ovlrqt/nextpnr.log --hx1k --package vq100 --freq 25 --json /var/folders/nv/qdr7wfxs0n5chf_xchrrhrmr0000gn/T/fpga_mega_65ovlrqt/design.json --asc /var/folders/nv/qdr7wfxs0n5chf_xchrrhrmr0000gn/T/fpga_mega_65ovlrqt/design.asc --sdf /var/folders/nv/qdr7wfxs0n5chf_xchrrhrmr0000gn/T/fpga_mega_65ovlrqt/design.sdf
ok,conv1d_large_parallel,large,6,6,24,8,1,1,1.000000,1.005000,25000000.000000,24875621.890547,70.83,70830000.000000,191,168,107,16,0,0,1,66,0,0,
ok,conv1d_large_parallel,large,6,6,24,16,1,1,1.000000,1.005000,25000000.000000,24875621.890547,62.41,62410000.000000,390,357,248,26,0,0,1,114,0,0,
ok,conv1d_large_parallel,large,6,6,24,32,1,1,1.000000,1.005000,25000000.000000,24875621.890547,56.87,56870000.000000,766,716,510,44,0,0,1,210,0,0,
ok,conv1d_large_parallel,large,6,6,24,48,1,1,1.000000,1.005000,25000000.000000,24875621.890547,52.02,52020000.000000,1197,1106,815,74,0,0,1,306,0,0,
failed,conv1d_large_parallel,large,6,6,24,64,1,,,,,,,,,,,,,,,,,,command failed (255): nextpnr-ice40 -q -l /var/folders/nv/qdr7wfxs0n5chf_xchrrhrmr0000gn/T/fpga_mega_oxve0_1s/nextpnr.log --hx1k --package vq100 --freq 25 --json /var/folders/nv/qdr7wfxs0n5chf_xchrrhrmr0000gn/T/fpga_mega_oxve0_1s/design.json --asc /var/folders/nv/qdr7wfxs0n5chf_xchrrhrmr0000gn/T/fpga_mega_oxve0_1s/design.asc --sdf /var/folders/nv/qdr7wfxs0n5chf_xchrrhrmr0000gn/T/fpga_mega_oxve0_1s/design.sdf
ok,conv1d_large_parallel,large,6,6,24,8,2,1,1.000000,1.005000,25000000.000000,24875621.890547,73.87,73870000.000000,237,214,111,16,0,0,1,108,0,0,
ok,conv1d_large_parallel,large,6,6,24,16,2,1,1.000000,1.005000,25000000.000000,24875621.890547,63.63,63630000.000000,480,447,248,26,0,0,1,204,0,0,
ok,conv1d_large_parallel,large,6,6,24,32,2,1,1.000000,1.005000,25000000.000000,24875621.890547,56.09,56090000.000000,966,916,524,44,0,0,1,396,0,0,
failed,conv1d_large_parallel,large,6,6,24,48,2,,,,,,,,,,,,,,,,,,command failed (255): nextpnr-ice40 -q -l /var/folders/nv/qdr7wfxs0n5chf_xchrrhrmr0000gn/T/fpga_mega_rtw2u09p/nextpnr.log --hx1k --package vq100 --freq 25 --json /var/folders/nv/qdr7wfxs0n5chf_xchrrhrmr0000gn/T/fpga_mega_rtw2u09p/design.json --asc /var/folders/nv/qdr7wfxs0n5chf_xchrrhrmr0000gn/T/fpga_mega_rtw2u09p/design.asc --sdf /var/folders/nv/qdr7wfxs0n5chf_xchrrhrmr0000gn/T/fpga_mega_rtw2u09p/design.sdf
failed,conv1d_large_parallel,large,6,6,24,64,2,,,,,,,,,,,,,,,,,,command failed (255): nextpnr-ice40 -q -l /var/folders/nv/qdr7wfxs0n5chf_xchrrhrmr0000gn/T/fpga_mega_ms8gym00/nextpnr.log --hx1k --package vq100 --freq 25 --json /var/folders/nv/qdr7wfxs0n5chf_xchrrhrmr0000gn/T/fpga_mega_ms8gym00/design.json --asc /var/folders/nv/qdr7wfxs0n5chf_xchrrhrmr0000gn/T/fpga_mega_ms8gym00/design.asc --sdf /var/folders/nv/qdr7wfxs0n5chf_xchrrhrmr0000gn/T/fpga_mega_ms8gym00/design.sdf
ok,conv1d_large_parallel,large,6,6,32,8,1,1,1.000000,1.005000,25000000.000000,24875621.890547,80.80,80800000.000000,200,177,108,16,0,0,1,74,0,0,
ok,conv1d_large_parallel,large,6,6,32,16,1,1,1.000000,1.005000,25000000.000000,24875621.890547,59.59,59590000.000000,400,367,250,26,0,0,1,122,0,0,
ok,conv1d_large_parallel,large,6,6,32,32,1,1,1.000000,1.005000,25000000.000000,24875621.890547,51.52,51520000.000000,773,723,509,44,0,0,1,218,0,0,
ok,conv1d_large_parallel,large,6,6,32,48,1,1,1.000000,1.005000,25000000.000000,24875621.890547,49.43,49430000.000000,1221,1114,823,82,0,0,1,314,0,0,
failed,conv1d_large_parallel,large,6,6,32,64,1,,,,,,,,,,,,,,,,,,command failed (255): nextpnr-ice40 -q -l /var/folders/nv/qdr7wfxs0n5chf_xchrrhrmr0000gn/T/fpga_mega_7d6qzonk/nextpnr.log --hx1k --package vq100 --freq 25 --json /var/folders/nv/qdr7wfxs0n5chf_xchrrhrmr0000gn/T/fpga_mega_7d6qzonk/design.json --asc /var/folders/nv/qdr7wfxs0n5chf_xchrrhrmr0000gn/T/fpga_mega_7d6qzonk/design.asc --sdf /var/folders/nv/qdr7wfxs0n5chf_xchrrhrmr0000gn/T/fpga_mega_7d6qzonk/design.sdf
ok,conv1d_large_parallel,large,6,6,32,8,2,1,1.000000,1.005000,25000000.000000,24875621.890547,76.34,76340000.000000,245,222,111,16,0,0,1,116,0,0,
ok,conv1d_large_parallel,large,6,6,32,16,2,1,1.000000,1.005000,25000000.000000,24875621.890547,64.35,64350000.000000,489,456,249,26,0,0,1,212,0,0,
ok,conv1d_large_parallel,large,6,6,32,32,2,1,1.000000,1.005000,25000000.000000,24875621.890547,56.33,56330000.000000,973,923,523,44,0,0,1,404,0,0,
failed,conv1d_large_parallel,large,6,6,32,48,2,,,,,,,,,,,,,,,,,,command failed (255): nextpnr-ice40 -q -l /var/folders/nv/qdr7wfxs0n5chf_xchrrhrmr0000gn/T/fpga_mega_xw_r3qf0/nextpnr.log --hx1k --package vq100 --freq 25 --json /var/folders/nv/qdr7wfxs0n5chf_xchrrhrmr0000gn/T/fpga_mega_xw_r3qf0/design.json --asc /var/folders/nv/qdr7wfxs0n5chf_xchrrhrmr0000gn/T/fpga_mega_xw_r3qf0/design.asc --sdf /var/folders/nv/qdr7wfxs0n5chf_xchrrhrmr0000gn/T/fpga_mega_xw_r3qf0/design.sdf
failed,conv1d_large_parallel,large,6,6,32,64,2,,,,,,,,,,,,,,,,,,command failed (255): nextpnr-ice40 -q -l /var/folders/nv/qdr7wfxs0n5chf_xchrrhrmr0000gn/T/fpga_mega_40juhrto/nextpnr.log --hx1k --package vq100 --freq 25 --json /var/folders/nv/qdr7wfxs0n5chf_xchrrhrmr0000gn/T/fpga_mega_40juhrto/design.json --asc /var/folders/nv/qdr7wfxs0n5chf_xchrrhrmr0000gn/T/fpga_mega_40juhrto/design.asc --sdf /var/folders/nv/qdr7wfxs0n5chf_xchrrhrmr0000gn/T/fpga_mega_40juhrto/design.sdf
ok,conv1d_large_parallel,large,6,8,16,8,1,1,1.000000,1.005000,25000000.000000,24875621.890547,85.95,85950000.000000,183,160,107,16,0,0,1,58,0,0,
ok,conv1d_large_parallel,large,6,8,16,16,1,1,1.000000,1.005000,25000000.000000,24875621.890547,67.87,67870000.000000,384,351,250,26,0,0,1,106,0,0,
ok,conv1d_large_parallel,large,6,8,16,32,1,1,1.000000,1.005000,25000000.000000,24875621.890547,54.46,54460000.000000,760,710,512,44,0,0,1,202,0,0,
ok,conv1d_large_parallel,large,6,8,16,48,1,1,1.000000,1.005000,25000000.000000,24875621.890547,55.67,55670000.000000,1169,1094,803,66,0,0,1,298,0,0,
failed,conv1d_large_parallel,large,6,8,16,64,1,,,,,,,,,,,,,,,,,,command failed (255): nextpnr-ice40 -q -l /var/folders/nv/qdr7wfxs0n5chf_xchrrhrmr0000gn/T/fpga_mega_k_bkay89/nextpnr.log --hx1k --package vq100 --freq 25 --json /var/folders/nv/qdr7wfxs0n5chf_xchrrhrmr0000gn/T/fpga_mega_k_bkay89/design.json --asc /var/folders/nv/qdr7wfxs0n5chf_xchrrhrmr0000gn/T/fpga_mega_k_bkay89/design.asc --sdf /var/folders/nv/qdr7wfxs0n5chf_xchrrhrmr0000gn/T/fpga_mega_k_bkay89/design.sdf
ok,conv1d_large_parallel,large,6,8,16,8,2,1,1.000000,1.005000,25000000.000000,24875621.890547,82.53,82530000.000000,229,206,111,16,0,0,1,100,0,0,
ok,conv1d_large_parallel,large,6,8,16,16,2,1,1.000000,1.005000,25000000.000000,24875621.890547,67.61,67610000.000000,473,440,249,26,0,0,1,196,0,0,
ok,conv1d_large_parallel,large,6,8,16,32,2,1,1.000000,1.005000,25000000.000000,24875621.890547,61.68,61680000.000000,957,907,523,44,0,0,1,388,0,0,
failed,conv1d_large_parallel,large,6,8,16,48,2,,,,,,,,,,,,,,,,,,command failed (255): nextpnr-ice40 -q -l /var/folders/nv/qdr7wfxs0n5chf_xchrrhrmr0000gn/T/fpga_mega_z0rzwof7/nextpnr.log --hx1k --package vq100 --freq 25 --json /var/folders/nv/qdr7wfxs0n5chf_xchrrhrmr0000gn/T/fpga_mega_z0rzwof7/design.json --asc /var/folders/nv/qdr7wfxs0n5chf_xchrrhrmr0000gn/T/fpga_mega_z0rzwof7/design.asc --sdf /var/folders/nv/qdr7wfxs0n5chf_xchrrhrmr0000gn/T/fpga_mega_z0rzwof7/design.sdf
failed,conv1d_large_parallel,large,6,8,16,64,2,,,,,,,,,,,,,,,,,,command failed (255): nextpnr-ice40 -q -l /var/folders/nv/qdr7wfxs0n5chf_xchrrhrmr0000gn/T/fpga_mega_ay4q0kcq/nextpnr.log --hx1k --package vq100 --freq 25 --json /var/folders/nv/qdr7wfxs0n5chf_xchrrhrmr0000gn/T/fpga_mega_ay4q0kcq/design.json --asc /var/folders/nv/qdr7wfxs0n5chf_xchrrhrmr0000gn/T/fpga_mega_ay4q0kcq/design.asc --sdf /var/folders/nv/qdr7wfxs0n5chf_xchrrhrmr0000gn/T/fpga_mega_ay4q0kcq/design.sdf
ok,conv1d_large_parallel,large,6,8,24,8,1,1,1.000000,1.005000,25000000.000000,24875621.890547,70.83,70830000.000000,191,168,107,16,0,0,1,66,0,0,
ok,conv1d_large_parallel,large,6,8,24,16,1,1,1.000000,1.005000,25000000.000000,24875621.890547,62.41,62410000.000000,390,357,248,26,0,0,1,114,0,0,
ok,conv1d_large_parallel,large,6,8,24,32,1,1,1.000000,1.005000,25000000.000000,24875621.890547,56.87,56870000.000000,766,716,510,44,0,0,1,210,0,0,
ok,conv1d_large_parallel,large,6,8,24,48,1,1,1.000000,1.005000,25000000.000000,24875621.890547,52.02,52020000.000000,1197,1106,815,74,0,0,1,306,0,0,
failed,conv1d_large_parallel,large,6,8,24,64,1,,,,,,,,,,,,,,,,,,command failed (255): nextpnr-ice40 -q -l /var/folders/nv/qdr7wfxs0n5chf_xchrrhrmr0000gn/T/fpga_mega_zyb69liu/nextpnr.log --hx1k --package vq100 --freq 25 --json /var/folders/nv/qdr7wfxs0n5chf_xchrrhrmr0000gn/T/fpga_mega_zyb69liu/design.json --asc /var/folders/nv/qdr7wfxs0n5chf_xchrrhrmr0000gn/T/fpga_mega_zyb69liu/design.asc --sdf /var/folders/nv/qdr7wfxs0n5chf_xchrrhrmr0000gn/T/fpga_mega_zyb69liu/design.sdf
ok,conv1d_large_parallel,large,6,8,24,8,2,1,1.000000,1.005000,25000000.000000,24875621.890547,73.87,73870000.000000,237,214,111,16,0,0,1,108,0,0,
ok,conv1d_large_parallel,large,6,8,24,16,2,1,1.000000,1.005000,25000000.000000,24875621.890547,63.63,63630000.000000,480,447,248,26,0,0,1,204,0,0,
ok,conv1d_large_parallel,large,6,8,24,32,2,1,1.000000,1.005000,25000000.000000,24875621.890547,56.09,56090000.000000,966,916,524,44,0,0,1,396,0,0,
failed,conv1d_large_parallel,large,6,8,24,48,2,,,,,,,,,,,,,,,,,,command failed (255): nextpnr-ice40 -q -l /var/folders/nv/qdr7wfxs0n5chf_xchrrhrmr0000gn/T/fpga_mega_hscbe5gc/nextpnr.log --hx1k --package vq100 --freq 25 --json /var/folders/nv/qdr7wfxs0n5chf_xchrrhrmr0000gn/T/fpga_mega_hscbe5gc/design.json --asc /var/folders/nv/qdr7wfxs0n5chf_xchrrhrmr0000gn/T/fpga_mega_hscbe5gc/design.asc --sdf /var/folders/nv/qdr7wfxs0n5chf_xchrrhrmr0000gn/T/fpga_mega_hscbe5gc/design.sdf
failed,conv1d_large_parallel,large,6,8,24,64,2,,,,,,,,,,,,,,,,,,command failed (255): nextpnr-ice40 -q -l /var/folders/nv/qdr7wfxs0n5chf_xchrrhrmr0000gn/T/fpga_mega_6aq1zg4q/nextpnr.log --hx1k --package vq100 --freq 25 --json /var/folders/nv/qdr7wfxs0n5chf_xchrrhrmr0000gn/T/fpga_mega_6aq1zg4q/design.json --asc /var/folders/nv/qdr7wfxs0n5chf_xchrrhrmr0000gn/T/fpga_mega_6aq1zg4q/design.asc --sdf /var/folders/nv/qdr7wfxs0n5chf_xchrrhrmr0000gn/T/fpga_mega_6aq1zg4q/design.sdf
ok,conv1d_large_parallel,large,6,8,32,8,1,1,1.000000,1.005000,25000000.000000,24875621.890547,80.80,80800000.000000,200,177,108,16,0,0,1,74,0,0,
ok,conv1d_large_parallel,large,6,8,32,16,1,1,1.000000,1.005000,25000000.000000,24875621.890547,59.59,59590000.000000,400,367,250,26,0,0,1,122,0,0,
ok,conv1d_large_parallel,large,6,8,32,32,1,1,1.000000,1.005000,25000000.000000,24875621.890547,51.52,51520000.000000,773,723,509,44,0,0,1,218,0,0,
ok,conv1d_large_parallel,large,6,8,32,48,1,1,1.000000,1.005000,25000000.000000,24875621.890547,49.43,49430000.000000,1221,1114,823,82,0,0,1,314,0,0,
failed,conv1d_large_parallel,large,6,8,32,64,1,,,,,,,,,,,,,,,,,,command failed (255): nextpnr-ice40 -q -l /var/folders/nv/qdr7wfxs0n5chf_xchrrhrmr0000gn/T/fpga_mega_obuykrkn/nextpnr.log --hx1k --package vq100 --freq 25 --json /var/folders/nv/qdr7wfxs0n5chf_xchrrhrmr0000gn/T/fpga_mega_obuykrkn/design.json --asc /var/folders/nv/qdr7wfxs0n5chf_xchrrhrmr0000gn/T/fpga_mega_obuykrkn/design.asc --sdf /var/folders/nv/qdr7wfxs0n5chf_xchrrhrmr0000gn/T/fpga_mega_obuykrkn/design.sdf
ok,conv1d_large_parallel,large,6,8,32,8,2,1,1.000000,1.005000,25000000.000000,24875621.890547,76.34,76340000.000000,245,222,111,16,0,0,1,116,0,0,
ok,conv1d_large_parallel,large,6,8,32,16,2,1,1.000000,1.005000,25000000.000000,24875621.890547,64.35,64350000.000000,489,456,249,26,0,0,1,212,0,0,
ok,conv1d_large_parallel,large,6,8,32,32,2,1,1.000000,1.005000,25000000.000000,24875621.890547,56.33,56330000.000000,973,923,523,44,0,0,1,404,0,0,
